rows,cols
746,180
747,180
748,180
749,180
750,180
751,180
752,180
753,180
754,180
755,180
756,180
757,180
758,180
759,180
760,180
761,180
762,180
763,180
764,180
765,180
766,180
767,180
768,180
769,180
770,180
771,180
772,180
773,180
774,180
775,180
776,180
777,180
778,180
779,180
780,180
781,180
782,180
783,180
784,180
785,180
786,180
787,180
788,180
789,180
790,180
791,180
792,180
793,180
794,180
795,180
796,180
797,180
798,180
799,180
800,180
801,180
802,180
803,180
804,180
805,180
806,180
807,180
808,180
480,181
481,181
482,181
483,181
484,181
485,181
486,181
487,181
488,181
489,181
490,181
491,181
492,181
493,181
494,181
495,181
496,181
497,181
498,181
499,181
500,181
501,181
502,181
503,181
504,181
505,181
506,181
507,181
508,181
509,181
510,181
511,181
512,181
513,181
514,181
515,181
516,181
517,181
518,181
519,181
520,181
521,181
522,181
523,181
524,181
525,181
526,181
527,181
528,181
529,181
530,181
531,181
532,181
533,181
534,181
535,181
536,181
537,181
538,181
539,181
540,181
541,181
542,181
543,181
544,181
545,181
546,181
547,181
548,181
549,181
550,181
551,181
552,181
553,181
554,181
555,181
556,181
557,181
558,181
559,181
560,181
561,181
562,181
729,181
730,181
731,181
732,181
733,181
734,181
735,181
736,181
737,181
738,181
739,181
740,181
741,181
742,181
743,181
744,181
745,181
746,181
747,181
748,181
749,181
750,181
751,181
752,181
753,181
754,181
755,181
756,181
757,181
758,181
759,181
760,181
761,181
762,181
763,181
764,181
765,181
766,181
767,181
768,181
769,181
770,181
771,181
772,181
773,181
774,181
775,181
776,181
777,181
778,181
779,181
780,181
781,181
782,181
783,181
784,181
785,181
786,181
787,181
788,181
789,181
790,181
791,181
792,181
793,181
794,181
795,181
796,181
797,181
798,181
799,181
800,181
801,181
802,181
803,181
804,181
805,181
806,181
807,181
808,181
809,181
480,182
481,182
482,182
483,182
484,182
485,182
486,182
487,182
488,182
489,182
490,182
491,182
492,182
493,182
494,182
495,182
496,182
497,182
498,182
499,182
500,182
501,182
502,182
503,182
504,182
505,182
506,182
507,182
508,182
509,182
510,182
511,182
512,182
513,182
514,182
515,182
516,182
517,182
518,182
519,182
520,182
521,182
522,182
523,182
524,182
525,182
526,182
527,182
528,182
529,182
530,182
531,182
532,182
533,182
534,182
535,182
536,182
537,182
538,182
539,182
540,182
541,182
542,182
543,182
544,182
545,182
546,182
547,182
548,182
549,182
550,182
551,182
552,182
553,182
554,182
555,182
556,182
557,182
558,182
559,182
560,182
561,182
562,182
563,182
729,182
730,182
731,182
732,182
733,182
734,182
735,182
736,182
737,182
738,182
739,182
740,182
741,182
742,182
743,182
744,182
745,182
746,182
747,182
748,182
749,182
750,182
751,182
752,182
753,182
754,182
755,182
756,182
757,182
758,182
759,182
760,182
761,182
762,182
763,182
764,182
765,182
766,182
767,182
768,182
769,182
770,182
771,182
772,182
773,182
774,182
775,182
776,182
777,182
778,182
779,182
780,182
781,182
782,182
783,182
784,182
785,182
786,182
787,182
788,182
789,182
790,182
791,182
792,182
793,182
794,182
795,182
796,182
797,182
798,182
799,182
800,182
801,182
802,182
803,182
804,182
805,182
806,182
807,182
808,182
809,182
810,182
480,183
481,183
482,183
483,183
484,183
485,183
486,183
487,183
488,183
489,183
490,183
491,183
492,183
493,183
494,183
495,183
496,183
497,183
498,183
499,183
500,183
501,183
502,183
503,183
504,183
505,183
506,183
507,183
508,183
509,183
510,183
511,183
512,183
513,183
514,183
515,183
516,183
517,183
518,183
519,183
520,183
521,183
522,183
523,183
524,183
525,183
526,183
527,183
528,183
529,183
530,183
531,183
532,183
533,183
534,183
535,183
536,183
537,183
538,183
539,183
540,183
541,183
542,183
543,183
544,183
545,183
546,183
547,183
548,183
549,183
550,183
551,183
552,183
553,183
554,183
555,183
556,183
557,183
558,183
559,183
560,183
561,183
562,183
563,183
564,183
729,183
730,183
731,183
732,183
733,183
734,183
735,183
736,183
737,183
738,183
739,183
740,183
741,183
742,183
743,183
744,183
745,183
746,183
747,183
748,183
749,183
750,183
751,183
752,183
753,183
754,183
755,183
756,183
757,183
758,183
759,183
760,183
761,183
762,183
763,183
764,183
765,183
766,183
767,183
768,183
769,183
770,183
771,183
772,183
773,183
774,183
775,183
776,183
777,183
778,183
779,183
780,183
781,183
782,183
783,183
784,183
785,183
786,183
787,183
788,183
789,183
790,183
791,183
792,183
793,183
794,183
795,183
796,183
797,183
798,183
799,183
800,183
801,183
802,183
803,183
804,183
805,183
806,183
807,183
808,183
809,183
810,183
811,183
480,184
481,184
482,184
483,184
484,184
485,184
486,184
487,184
488,184
489,184
490,184
491,184
492,184
493,184
494,184
495,184
496,184
497,184
498,184
499,184
500,184
501,184
502,184
503,184
504,184
505,184
506,184
507,184
508,184
509,184
510,184
511,184
512,184
513,184
514,184
515,184
516,184
517,184
518,184
519,184
520,184
521,184
522,184
523,184
524,184
525,184
526,184
527,184
528,184
529,184
530,184
531,184
532,184
533,184
534,184
535,184
536,184
537,184
538,184
539,184
540,184
541,184
542,184
543,184
544,184
545,184
546,184
547,184
548,184
549,184
550,184
551,184
552,184
553,184
554,184
555,184
556,184
557,184
558,184
559,184
560,184
561,184
562,184
563,184
564,184
565,184
729,184
730,184
731,184
732,184
733,184
734,184
735,184
736,184
737,184
738,184
739,184
740,184
741,184
742,184
743,184
744,184
745,184
746,184
747,184
748,184
749,184
750,184
751,184
752,184
753,184
754,184
755,184
756,184
757,184
758,184
759,184
760,184
761,184
762,184
763,184
764,184
765,184
766,184
767,184
768,184
769,184
770,184
771,184
772,184
773,184
774,184
775,184
776,184
777,184
778,184
779,184
780,184
781,184
782,184
783,184
784,184
785,184
786,184
787,184
788,184
789,184
790,184
791,184
792,184
793,184
794,184
795,184
796,184
797,184
798,184
799,184
800,184
801,184
802,184
803,184
804,184
805,184
806,184
807,184
808,184
809,184
810,184
811,184
812,184
813,184
480,185
481,185
482,185
483,185
484,185
485,185
486,185
487,185
488,185
489,185
490,185
491,185
492,185
493,185
494,185
495,185
496,185
497,185
498,185
499,185
500,185
501,185
502,185
503,185
504,185
505,185
506,185
507,185
508,185
509,185
510,185
511,185
512,185
513,185
514,185
515,185
516,185
517,185
518,185
519,185
520,185
521,185
522,185
523,185
524,185
525,185
526,185
527,185
528,185
529,185
530,185
531,185
532,185
533,185
534,185
535,185
536,185
537,185
538,185
539,185
540,185
541,185
542,185
543,185
544,185
545,185
546,185
547,185
548,185
549,185
550,185
551,185
552,185
553,185
554,185
555,185
556,185
557,185
558,185
559,185
560,185
561,185
562,185
563,185
564,185
565,185
566,185
729,185
730,185
731,185
732,185
733,185
734,185
735,185
736,185
737,185
738,185
739,185
740,185
741,185
742,185
743,185
744,185
745,185
746,185
747,185
748,185
749,185
750,185
751,185
752,185
753,185
754,185
755,185
756,185
757,185
758,185
759,185
760,185
761,185
762,185
763,185
764,185
765,185
766,185
767,185
768,185
769,185
770,185
771,185
772,185
773,185
774,185
775,185
776,185
777,185
778,185
779,185
780,185
781,185
782,185
783,185
784,185
785,185
786,185
787,185
788,185
789,185
790,185
791,185
792,185
793,185
794,185
795,185
796,185
797,185
798,185
799,185
800,185
801,185
802,185
803,185
804,185
805,185
806,185
807,185
808,185
809,185
810,185
811,185
812,185
813,185
814,185
480,186
481,186
482,186
483,186
484,186
485,186
486,186
487,186
488,186
489,186
490,186
491,186
492,186
493,186
494,186
495,186
496,186
497,186
498,186
499,186
500,186
501,186
502,186
503,186
504,186
505,186
506,186
507,186
508,186
509,186
510,186
511,186
512,186
513,186
514,186
515,186
516,186
517,186
518,186
519,186
520,186
521,186
522,186
523,186
524,186
525,186
526,186
527,186
528,186
529,186
530,186
531,186
532,186
533,186
534,186
535,186
536,186
537,186
538,186
539,186
540,186
541,186
542,186
543,186
544,186
545,186
546,186
547,186
548,186
549,186
550,186
551,186
552,186
553,186
554,186
555,186
556,186
557,186
558,186
559,186
560,186
561,186
562,186
563,186
564,186
565,186
566,186
567,186
568,186
729,186
730,186
731,186
732,186
733,186
734,186
735,186
736,186
737,186
738,186
739,186
740,186
741,186
742,186
743,186
744,186
745,186
746,186
747,186
748,186
749,186
750,186
751,186
752,186
753,186
754,186
755,186
756,186
757,186
758,186
759,186
760,186
761,186
762,186
763,186
764,186
765,186
766,186
767,186
768,186
769,186
770,186
771,186
772,186
773,186
774,186
775,186
776,186
777,186
778,186
779,186
780,186
781,186
782,186
783,186
784,186
785,186
786,186
787,186
788,186
789,186
790,186
791,186
792,186
793,186
794,186
795,186
796,186
797,186
798,186
799,186
800,186
801,186
802,186
803,186
804,186
805,186
806,186
807,186
808,186
809,186
810,186
811,186
812,186
813,186
814,186
815,186
480,187
481,187
482,187
483,187
484,187
485,187
486,187
487,187
488,187
489,187
490,187
491,187
492,187
493,187
494,187
495,187
496,187
497,187
498,187
499,187
500,187
501,187
502,187
503,187
504,187
505,187
506,187
507,187
508,187
509,187
510,187
511,187
512,187
513,187
514,187
515,187
516,187
517,187
518,187
519,187
520,187
521,187
522,187
523,187
524,187
525,187
526,187
527,187
528,187
529,187
530,187
531,187
532,187
533,187
534,187
535,187
536,187
537,187
538,187
539,187
540,187
541,187
542,187
543,187
544,187
545,187
546,187
547,187
548,187
549,187
550,187
551,187
552,187
553,187
554,187
555,187
556,187
557,187
558,187
559,187
560,187
561,187
562,187
563,187
564,187
565,187
566,187
567,187
568,187
569,187
729,187
730,187
731,187
732,187
733,187
734,187
735,187
736,187
737,187
738,187
739,187
740,187
741,187
742,187
743,187
744,187
745,187
746,187
747,187
748,187
749,187
750,187
751,187
752,187
753,187
754,187
755,187
756,187
757,187
758,187
759,187
760,187
761,187
762,187
763,187
764,187
765,187
766,187
767,187
768,187
769,187
770,187
771,187
772,187
773,187
774,187
775,187
776,187
777,187
778,187
779,187
780,187
781,187
782,187
783,187
784,187
785,187
786,187
787,187
788,187
789,187
790,187
791,187
792,187
793,187
794,187
795,187
796,187
797,187
798,187
799,187
800,187
801,187
802,187
803,187
804,187
805,187
806,187
807,187
808,187
809,187
810,187
811,187
812,187
813,187
814,187
815,187
816,187
480,188
481,188
482,188
483,188
484,188
485,188
486,188
487,188
488,188
489,188
490,188
491,188
492,188
493,188
494,188
495,188
496,188
497,188
498,188
499,188
500,188
501,188
502,188
503,188
504,188
505,188
506,188
507,188
508,188
509,188
510,188
511,188
512,188
513,188
514,188
515,188
516,188
517,188
518,188
519,188
520,188
521,188
522,188
523,188
524,188
525,188
526,188
527,188
528,188
529,188
530,188
531,188
532,188
533,188
534,188
535,188
536,188
537,188
538,188
539,188
540,188
541,188
542,188
543,188
544,188
545,188
546,188
547,188
548,188
549,188
550,188
551,188
552,188
553,188
554,188
555,188
556,188
557,188
558,188
559,188
560,188
561,188
562,188
563,188
564,188
565,188
566,188
567,188
568,188
569,188
570,188
571,188
729,188
730,188
731,188
732,188
733,188
734,188
735,188
736,188
737,188
738,188
739,188
740,188
741,188
742,188
743,188
744,188
745,188
746,188
747,188
748,188
749,188
750,188
751,188
752,188
753,188
754,188
755,188
756,188
757,188
758,188
759,188
760,188
761,188
762,188
763,188
764,188
765,188
766,188
767,188
768,188
769,188
770,188
771,188
772,188
773,188
774,188
775,188
776,188
777,188
778,188
779,188
780,188
781,188
782,188
783,188
784,188
785,188
786,188
787,188
788,188
789,188
790,188
791,188
792,188
793,188
794,188
795,188
796,188
797,188
798,188
799,188
800,188
801,188
802,188
803,188
804,188
805,188
806,188
807,188
808,188
809,188
810,188
811,188
812,188
813,188
814,188
815,188
816,188
817,188
480,189
481,189
482,189
483,189
484,189
485,189
486,189
487,189
488,189
489,189
490,189
491,189
492,189
493,189
494,189
495,189
496,189
497,189
498,189
499,189
500,189
501,189
502,189
503,189
504,189
505,189
506,189
507,189
508,189
509,189
510,189
511,189
512,189
513,189
514,189
515,189
516,189
517,189
518,189
519,189
520,189
521,189
522,189
523,189
524,189
525,189
526,189
527,189
528,189
529,189
530,189
531,189
532,189
533,189
534,189
535,189
536,189
537,189
538,189
539,189
540,189
541,189
542,189
543,189
544,189
545,189
546,189
547,189
548,189
549,189
550,189
551,189
552,189
553,189
554,189
555,189
556,189
557,189
558,189
559,189
560,189
561,189
562,189
563,189
564,189
565,189
566,189
567,189
568,189
569,189
570,189
571,189
729,189
730,189
731,189
732,189
733,189
734,189
735,189
736,189
737,189
738,189
739,189
740,189
741,189
742,189
743,189
744,189
745,189
746,189
747,189
748,189
749,189
750,189
751,189
752,189
753,189
754,189
755,189
756,189
757,189
758,189
759,189
760,189
761,189
762,189
763,189
764,189
765,189
766,189
767,189
768,189
769,189
770,189
771,189
772,189
773,189
774,189
775,189
776,189
777,189
778,189
779,189
780,189
781,189
782,189
783,189
784,189
785,189
786,189
787,189
788,189
789,189
790,189
791,189
792,189
793,189
794,189
795,189
796,189
797,189
798,189
799,189
800,189
801,189
802,189
803,189
804,189
805,189
806,189
807,189
808,189
809,189
810,189
811,189
812,189
813,189
814,189
815,189
816,189
817,189
818,189
819,189
480,190
481,190
482,190
483,190
484,190
485,190
486,190
487,190
488,190
489,190
490,190
491,190
492,190
493,190
494,190
495,190
496,190
497,190
498,190
499,190
500,190
501,190
502,190
503,190
504,190
505,190
506,190
507,190
508,190
509,190
510,190
511,190
512,190
513,190
514,190
515,190
516,190
517,190
518,190
519,190
520,190
521,190
522,190
523,190
524,190
525,190
526,190
527,190
528,190
529,190
530,190
531,190
532,190
533,190
534,190
535,190
536,190
537,190
538,190
539,190
540,190
541,190
542,190
543,190
544,190
545,190
546,190
547,190
548,190
549,190
550,190
551,190
552,190
553,190
554,190
555,190
556,190
557,190
558,190
559,190
560,190
561,190
562,190
563,190
564,190
565,190
566,190
567,190
568,190
569,190
570,190
571,190
729,190
730,190
731,190
732,190
733,190
734,190
735,190
736,190
737,190
738,190
739,190
740,190
741,190
742,190
743,190
744,190
745,190
746,190
747,190
748,190
749,190
750,190
751,190
752,190
753,190
754,190
755,190
756,190
757,190
758,190
759,190
760,190
761,190
762,190
763,190
764,190
765,190
766,190
767,190
768,190
769,190
770,190
771,190
772,190
773,190
774,190
775,190
776,190
777,190
778,190
779,190
780,190
781,190
782,190
783,190
784,190
785,190
786,190
787,190
788,190
789,190
790,190
791,190
792,190
793,190
794,190
795,190
796,190
797,190
798,190
799,190
800,190
801,190
802,190
803,190
804,190
805,190
806,190
807,190
808,190
809,190
810,190
811,190
812,190
813,190
814,190
815,190
816,190
817,190
818,190
819,190
820,190
480,191
481,191
482,191
483,191
484,191
485,191
486,191
487,191
488,191
489,191
490,191
491,191
492,191
493,191
494,191
495,191
496,191
497,191
498,191
499,191
500,191
501,191
502,191
503,191
504,191
505,191
506,191
507,191
508,191
509,191
510,191
511,191
512,191
513,191
514,191
515,191
516,191
517,191
518,191
519,191
520,191
521,191
522,191
523,191
524,191
525,191
526,191
527,191
528,191
529,191
530,191
531,191
532,191
533,191
534,191
535,191
536,191
537,191
538,191
539,191
540,191
541,191
542,191
543,191
544,191
545,191
546,191
547,191
548,191
549,191
550,191
551,191
552,191
553,191
554,191
555,191
556,191
557,191
558,191
559,191
560,191
561,191
562,191
563,191
564,191
565,191
566,191
567,191
568,191
569,191
570,191
571,191
729,191
730,191
731,191
732,191
733,191
734,191
735,191
736,191
737,191
738,191
739,191
740,191
741,191
742,191
743,191
744,191
745,191
746,191
747,191
748,191
749,191
750,191
751,191
752,191
753,191
754,191
755,191
756,191
757,191
758,191
759,191
760,191
761,191
762,191
763,191
764,191
765,191
766,191
767,191
768,191
769,191
770,191
771,191
772,191
773,191
774,191
775,191
776,191
777,191
778,191
779,191
780,191
781,191
782,191
783,191
784,191
785,191
786,191
787,191
788,191
789,191
790,191
791,191
792,191
793,191
794,191
795,191
796,191
797,191
798,191
799,191
800,191
801,191
802,191
803,191
804,191
805,191
806,191
807,191
808,191
809,191
810,191
811,191
812,191
813,191
814,191
815,191
816,191
817,191
818,191
819,191
820,191
821,191
480,192
481,192
482,192
483,192
484,192
485,192
486,192
487,192
488,192
489,192
490,192
491,192
492,192
493,192
494,192
495,192
496,192
497,192
498,192
499,192
500,192
501,192
502,192
503,192
504,192
505,192
506,192
507,192
508,192
509,192
510,192
511,192
512,192
513,192
514,192
515,192
516,192
517,192
518,192
519,192
520,192
521,192
522,192
523,192
524,192
525,192
526,192
527,192
528,192
529,192
530,192
531,192
532,192
533,192
534,192
535,192
536,192
537,192
538,192
539,192
540,192
541,192
542,192
543,192
544,192
545,192
546,192
547,192
548,192
549,192
550,192
551,192
552,192
553,192
554,192
555,192
556,192
557,192
558,192
559,192
560,192
561,192
562,192
563,192
564,192
565,192
566,192
567,192
568,192
569,192
570,192
571,192
729,192
730,192
731,192
732,192
733,192
734,192
735,192
736,192
737,192
738,192
739,192
740,192
741,192
742,192
743,192
744,192
745,192
746,192
747,192
748,192
749,192
750,192
751,192
752,192
753,192
754,192
755,192
756,192
757,192
758,192
759,192
760,192
761,192
762,192
763,192
764,192
765,192
766,192
767,192
768,192
769,192
770,192
771,192
772,192
773,192
774,192
775,192
776,192
777,192
778,192
779,192
780,192
781,192
782,192
783,192
784,192
785,192
786,192
787,192
788,192
789,192
790,192
791,192
792,192
793,192
794,192
795,192
796,192
797,192
798,192
799,192
800,192
801,192
802,192
803,192
804,192
805,192
806,192
807,192
808,192
809,192
810,192
811,192
812,192
813,192
814,192
815,192
816,192
817,192
818,192
819,192
820,192
821,192
822,192
823,192
480,193
481,193
482,193
483,193
484,193
485,193
486,193
487,193
488,193
489,193
490,193
491,193
492,193
493,193
494,193
495,193
496,193
497,193
498,193
499,193
500,193
501,193
502,193
503,193
504,193
505,193
506,193
507,193
508,193
509,193
510,193
511,193
512,193
513,193
514,193
515,193
516,193
517,193
518,193
519,193
520,193
521,193
522,193
523,193
524,193
525,193
526,193
527,193
528,193
529,193
530,193
531,193
532,193
533,193
534,193
535,193
536,193
537,193
538,193
539,193
540,193
541,193
542,193
543,193
544,193
545,193
546,193
547,193
548,193
549,193
550,193
551,193
552,193
553,193
554,193
555,193
556,193
557,193
558,193
559,193
560,193
561,193
562,193
563,193
564,193
565,193
566,193
567,193
568,193
569,193
570,193
571,193
729,193
730,193
731,193
732,193
733,193
734,193
735,193
736,193
737,193
738,193
739,193
740,193
741,193
742,193
743,193
744,193
745,193
746,193
747,193
748,193
749,193
750,193
751,193
752,193
753,193
754,193
755,193
756,193
757,193
758,193
759,193
760,193
761,193
762,193
763,193
764,193
765,193
766,193
767,193
768,193
769,193
770,193
771,193
772,193
773,193
774,193
775,193
776,193
777,193
778,193
779,193
780,193
781,193
782,193
783,193
784,193
785,193
786,193
787,193
788,193
789,193
790,193
791,193
792,193
793,193
794,193
795,193
796,193
797,193
798,193
799,193
800,193
801,193
802,193
803,193
804,193
805,193
806,193
807,193
808,193
809,193
810,193
811,193
812,193
813,193
814,193
815,193
816,193
817,193
818,193
819,193
820,193
821,193
822,193
823,193
824,193
480,194
481,194
482,194
483,194
484,194
485,194
486,194
487,194
488,194
489,194
490,194
491,194
492,194
493,194
494,194
495,194
496,194
497,194
498,194
499,194
500,194
501,194
502,194
503,194
504,194
505,194
506,194
507,194
508,194
509,194
510,194
511,194
512,194
513,194
514,194
515,194
516,194
517,194
518,194
519,194
520,194
521,194
522,194
523,194
524,194
525,194
526,194
527,194
528,194
529,194
530,194
531,194
532,194
533,194
534,194
535,194
536,194
537,194
538,194
539,194
540,194
541,194
542,194
543,194
544,194
545,194
546,194
547,194
548,194
549,194
550,194
551,194
552,194
553,194
554,194
555,194
556,194
557,194
558,194
559,194
560,194
561,194
562,194
563,194
564,194
565,194
566,194
567,194
568,194
569,194
570,194
571,194
729,194
730,194
731,194
732,194
733,194
734,194
735,194
736,194
737,194
738,194
739,194
740,194
741,194
742,194
743,194
744,194
745,194
746,194
747,194
748,194
749,194
750,194
751,194
752,194
753,194
754,194
755,194
756,194
757,194
758,194
759,194
760,194
761,194
762,194
763,194
764,194
765,194
766,194
767,194
768,194
769,194
770,194
771,194
772,194
773,194
774,194
775,194
776,194
777,194
778,194
779,194
780,194
781,194
782,194
783,194
784,194
785,194
786,194
787,194
788,194
789,194
790,194
791,194
792,194
793,194
794,194
795,194
796,194
797,194
798,194
799,194
800,194
801,194
802,194
803,194
804,194
805,194
806,194
807,194
808,194
809,194
810,194
811,194
812,194
813,194
814,194
815,194
816,194
817,194
818,194
819,194
820,194
821,194
822,194
823,194
824,194
825,194
480,195
481,195
482,195
483,195
484,195
485,195
486,195
487,195
488,195
489,195
490,195
491,195
492,195
493,195
494,195
495,195
496,195
497,195
498,195
499,195
500,195
501,195
502,195
503,195
504,195
505,195
506,195
507,195
508,195
509,195
510,195
511,195
512,195
513,195
514,195
515,195
516,195
517,195
518,195
519,195
520,195
521,195
522,195
523,195
524,195
525,195
526,195
527,195
528,195
529,195
530,195
531,195
532,195
533,195
534,195
535,195
536,195
537,195
538,195
539,195
540,195
541,195
542,195
543,195
544,195
545,195
546,195
547,195
548,195
549,195
550,195
551,195
552,195
553,195
554,195
555,195
556,195
557,195
558,195
559,195
560,195
561,195
562,195
563,195
564,195
565,195
566,195
567,195
568,195
569,195
570,195
571,195
729,195
730,195
731,195
732,195
733,195
734,195
735,195
736,195
737,195
738,195
739,195
740,195
741,195
742,195
743,195
744,195
745,195
746,195
747,195
748,195
749,195
750,195
751,195
752,195
753,195
754,195
755,195
756,195
757,195
758,195
759,195
760,195
761,195
762,195
763,195
764,195
765,195
766,195
767,195
768,195
769,195
770,195
771,195
772,195
773,195
774,195
775,195
776,195
777,195
778,195
779,195
780,195
781,195
782,195
783,195
784,195
785,195
786,195
787,195
788,195
789,195
790,195
791,195
792,195
793,195
794,195
795,195
796,195
797,195
798,195
799,195
800,195
801,195
802,195
803,195
804,195
805,195
806,195
807,195
808,195
809,195
810,195
811,195
812,195
813,195
814,195
815,195
816,195
817,195
818,195
819,195
820,195
821,195
822,195
823,195
824,195
825,195
826,195
827,195
480,196
481,196
482,196
483,196
484,196
485,196
486,196
487,196
488,196
489,196
490,196
491,196
492,196
493,196
494,196
495,196
496,196
497,196
498,196
499,196
500,196
501,196
502,196
503,196
504,196
505,196
506,196
507,196
508,196
509,196
510,196
511,196
512,196
513,196
514,196
515,196
516,196
517,196
518,196
519,196
520,196
521,196
522,196
523,196
524,196
525,196
526,196
527,196
528,196
529,196
530,196
531,196
532,196
533,196
534,196
535,196
536,196
537,196
538,196
539,196
540,196
541,196
542,196
543,196
544,196
545,196
546,196
547,196
548,196
549,196
550,196
551,196
552,196
553,196
554,196
555,196
556,196
557,196
558,196
559,196
560,196
561,196
562,196
563,196
564,196
565,196
566,196
567,196
568,196
569,196
570,196
571,196
729,196
730,196
731,196
732,196
733,196
734,196
735,196
736,196
737,196
738,196
739,196
740,196
741,196
742,196
743,196
744,196
745,196
746,196
747,196
748,196
749,196
750,196
751,196
752,196
753,196
754,196
755,196
756,196
757,196
758,196
759,196
760,196
761,196
762,196
763,196
764,196
765,196
766,196
767,196
768,196
769,196
770,196
771,196
772,196
773,196
774,196
775,196
776,196
777,196
778,196
779,196
780,196
781,196
782,196
783,196
784,196
785,196
786,196
787,196
788,196
789,196
790,196
791,196
792,196
793,196
794,196
795,196
796,196
797,196
798,196
799,196
800,196
801,196
802,196
803,196
804,196
805,196
806,196
807,196
808,196
809,196
810,196
811,196
812,196
813,196
814,196
815,196
816,196
817,196
818,196
819,196
820,196
821,196
822,196
823,196
824,196
825,196
826,196
827,196
828,196
480,197
481,197
482,197
483,197
484,197
485,197
486,197
487,197
488,197
489,197
490,197
491,197
492,197
493,197
494,197
495,197
496,197
497,197
498,197
499,197
500,197
501,197
502,197
503,197
504,197
505,197
506,197
507,197
508,197
509,197
510,197
511,197
512,197
513,197
514,197
515,197
516,197
517,197
518,197
519,197
520,197
521,197
522,197
523,197
524,197
525,197
526,197
527,197
528,197
529,197
530,197
531,197
532,197
533,197
534,197
535,197
536,197
537,197
538,197
539,197
540,197
541,197
542,197
543,197
544,197
545,197
546,197
547,197
548,197
549,197
550,197
551,197
552,197
553,197
554,197
555,197
556,197
557,197
558,197
559,197
560,197
561,197
562,197
563,197
564,197
565,197
566,197
567,197
568,197
569,197
570,197
571,197
729,197
730,197
731,197
732,197
733,197
734,197
735,197
736,197
737,197
738,197
739,197
740,197
741,197
742,197
743,197
744,197
745,197
746,197
747,197
748,197
749,197
750,197
751,197
752,197
753,197
754,197
755,197
756,197
757,197
758,197
759,197
760,197
761,197
762,197
763,197
764,197
765,197
766,197
767,197
768,197
769,197
770,197
771,197
772,197
773,197
774,197
775,197
776,197
777,197
778,197
779,197
780,197
781,197
782,197
783,197
784,197
785,197
786,197
787,197
788,197
789,197
790,197
791,197
792,197
793,197
794,197
795,197
796,197
797,197
798,197
799,197
800,197
801,197
802,197
803,197
804,197
805,197
806,197
807,197
808,197
809,197
810,197
811,197
812,197
813,197
814,197
815,197
816,197
817,197
818,197
819,197
820,197
821,197
822,197
823,197
824,197
825,197
826,197
827,197
828,197
829,197
480,198
481,198
482,198
483,198
484,198
485,198
486,198
487,198
488,198
489,198
490,198
491,198
492,198
493,198
494,198
495,198
496,198
497,198
498,198
499,198
500,198
501,198
502,198
503,198
504,198
505,198
506,198
507,198
508,198
509,198
510,198
511,198
512,198
513,198
514,198
515,198
516,198
